"","x"
"13635","southern_us"
"13636","chinese"
"13637","italian"
"13638","mexican"
"13639","mexican"
"13640","mexican"
"13641","cajun_creole"
"13642","italian"
"13643","indian"
"13644","mexican"
"13645","italian"
"13646","moroccan"
"13647","italian"
"13648","thai"
"13649","french"
"13650","japanese"
"13651","indian"
"13652","mexican"
"13653","french"
"13654","mexican"
"13655","italian"
"13656","mexican"
"13657","chinese"
"13658","vietnamese"
"13659","italian"
"13660","southern_us"
"13661","brazilian"
"13662","indian"
"13663","cajun_creole"
"13664","thai"
"13665","mexican"
"13666","mexican"
"13667","cajun_creole"
"13668","brazilian"
"13669","mexican"
"13670","mexican"
"13671","mexican"
"13672","italian"
"13673","southern_us"
"13674","thai"
"13675","cajun_creole"
"13676","cajun_creole"
"13677","italian"
"13678","italian"
"13679","thai"
"13680","thai"
"13681","chinese"
"13682","thai"
"13683","indian"
"13684","thai"
"13685","indian"
"13686","italian"
"13687","vietnamese"
"13688","mexican"
"13689","french"
"13690","indian"
"13691","indian"
"13692","italian"
"13693","mexican"
"13694","moroccan"
"13695","italian"
"13696","mexican"
"13697","thai"
"13698","vietnamese"
"13699","mexican"
"13700","italian"
"13701","cajun_creole"
"13702","cajun_creole"
"13703","mexican"
"13704","korean"
"13705","vietnamese"
"13706","mexican"
"13707","chinese"
"13708","mexican"
"13709","indian"
"13710","mexican"
"13711","italian"
"13712","southern_us"
"13713","mexican"
"13714","greek"
"13715","korean"
"13716","french"
"13717","chinese"
"13718","vietnamese"
"13719","chinese"
"13720","mexican"
"13721","spanish"
"13722","moroccan"
"13723","greek"
"13724","mexican"
"13725","italian"
"13726","italian"
"13727","thai"
"13728","japanese"
"13729","moroccan"
"13730","italian"
"13731","mexican"
"13732","italian"
"13733","mexican"
"13734","vietnamese"
"13735","french"
"13736","mexican"
"13737","mexican"
"13738","italian"
"13739","italian"
"13740","mexican"
"13741","mexican"
"13742","thai"
"13743","korean"
"13744","italian"
"13745","french"
"13746","japanese"
"13747","indian"
"13748","italian"
"13749","spanish"
"13750","indian"
"13751","italian"
"13752","southern_us"
"13753","japanese"
"13754","italian"
"13755","italian"
"13756","brazilian"
"13757","mexican"
"13758","italian"
"13759","brazilian"
"13760","indian"
"13761","mexican"
"13762","japanese"
"13763","italian"
"13764","thai"
"13765","italian"
"13766","italian"
"13767","greek"
"13768","spanish"
"13769","korean"
"13770","chinese"
"13771","mexican"
"13772","indian"
"13773","italian"
"13774","chinese"
"13775","thai"
"13776","italian"
"13777","vietnamese"
"13778","korean"
"13779","mexican"
"13780","mexican"
"13781","mexican"
"13782","italian"
"13783","italian"
"13784","indian"
"13785","italian"
"13786","mexican"
"13787","southern_us"
"13788","chinese"
"13789","italian"
"13790","southern_us"
"13791","greek"
"13792","italian"
"13793","mexican"
"13794","mexican"
"13795","greek"
"13796","mexican"
"13797","french"
"13798","jamaican"
"13799","indian"
"13800","italian"
"13801","chinese"
"13802","mexican"
"13803","chinese"
"13804","southern_us"
"13805","cajun_creole"
"13806","korean"
"13807","vietnamese"
"13808","italian"
"13809","mexican"
"13810","thai"
"13811","indian"
"13812","mexican"
"13813","indian"
"13814","japanese"
"13815","chinese"
"13816","italian"
"13817","indian"
"13818","italian"
"13819","cajun_creole"
"13820","mexican"
"13821","chinese"
"13822","italian"
"13823","moroccan"
"13824","italian"
"13825","japanese"
"13826","mexican"
"13827","korean"
"13828","italian"
"13829","thai"
"13830","mexican"
"13831","thai"
"13832","mexican"
"13833","filipino"
"13834","indian"
"13835","korean"
"13836","mexican"
"13837","mexican"
"13838","chinese"
"13839","thai"
"13840","mexican"
"13841","mexican"
"13842","french"
"13843","mexican"
"13844","italian"
"13845","italian"
"13846","japanese"
"13847","italian"
"13848","italian"
"13849","mexican"
"13850","greek"
"13851","southern_us"
"13852","italian"
"13853","mexican"
"13854","mexican"
"13855","mexican"
"13856","mexican"
"13857","indian"
"13858","italian"
"13859","indian"
"13860","mexican"
"13861","mexican"
"13862","thai"
"13863","italian"
"13864","mexican"
"13865","italian"
"13866","cajun_creole"
"13867","indian"
"13868","italian"
"13869","indian"
"13870","korean"
"13871","indian"
"13872","indian"
"13873","mexican"
"13874","chinese"
"13875","japanese"
"13876","mexican"
"13877","vietnamese"
"13878","mexican"
"13879","mexican"
"13880","southern_us"
"13881","chinese"
"13882","mexican"
"13883","filipino"
"13884","french"
"13885","southern_us"
"13886","indian"
"13887","french"
"13888","mexican"
"13889","korean"
"13890","indian"
"13891","mexican"
"13892","mexican"
"13893","italian"
"13894","moroccan"
"13895","mexican"
"13896","chinese"
"13897","southern_us"
"13898","japanese"
"13899","mexican"
"13900","southern_us"
"13901","italian"
"13902","cajun_creole"
"13903","thai"
"13904","indian"
"13905","italian"
"13906","chinese"
"13907","italian"
"13908","cajun_creole"
"13909","italian"
"13910","vietnamese"
"13911","french"
"13912","thai"
"13913","korean"
"13914","italian"
"13915","mexican"
"13916","indian"
"13917","chinese"
"13918","italian"
"13919","thai"
"13920","filipino"
"13921","mexican"
"13922","cajun_creole"
"13923","indian"
"13924","mexican"
"13925","southern_us"
"13926","chinese"
"13927","italian"
"13928","mexican"
"13929","japanese"
"13930","italian"
"13931","vietnamese"
"13932","italian"
"13933","korean"
"13934","southern_us"
"13935","spanish"
"13936","italian"
"13937","japanese"
"13938","filipino"
"13939","chinese"
"13940","chinese"
"13941","mexican"
"13942","moroccan"
"13943","filipino"
"13944","vietnamese"
"13945","greek"
"13946","mexican"
"13947","mexican"
"13948","italian"
"13949","cajun_creole"
"13950","british"
"13951","mexican"
"13952","thai"
"13953","italian"
"13954","mexican"
"13955","jamaican"
"13956","vietnamese"
"13957","chinese"
"13958","italian"
"13959","indian"
"13960","moroccan"
"13961","indian"
"13962","filipino"
"13963","indian"
"13964","italian"
"13965","mexican"
"13966","italian"
"13967","thai"
"13968","southern_us"
"13969","mexican"
"13970","brazilian"
"13971","italian"
"13972","southern_us"
"13973","mexican"
"13974","korean"
"13975","mexican"
"13976","thai"
"13977","southern_us"
"13978","italian"
"13979","italian"
"13980","thai"
"13981","italian"
"13982","russian"
"13983","italian"
"13984","chinese"
"13985","italian"
"13986","southern_us"
"13987","thai"
"13988","mexican"
"13989","japanese"
"13990","mexican"
"13991","mexican"
"13992","mexican"
"13993","thai"
"13994","mexican"
"13995","italian"
"13996","southern_us"
"13997","thai"
"13998","italian"
"13999","moroccan"
"14000","irish"
"14001","mexican"
"14002","thai"
"14003","italian"
"14004","italian"
"14005","mexican"
"14006","greek"
"14007","jamaican"
"14008","mexican"
"14009","italian"
"14010","southern_us"
"14011","mexican"
"14012","italian"
"14013","korean"
"14014","indian"
"14015","italian"
"14016","mexican"
"14017","mexican"
"14018","mexican"
"14019","mexican"
"14020","mexican"
"14021","mexican"
"14022","chinese"
"14023","italian"
"14024","vietnamese"
"14025","chinese"
"14026","indian"
"14027","chinese"
"14028","southern_us"
"14029","french"
"14030","japanese"
"14031","italian"
"14032","italian"
"14033","italian"
"14034","mexican"
"14035","mexican"
"14036","italian"
"14037","italian"
"14038","italian"
"14039","mexican"
"14040","southern_us"
"14041","french"
"14042","brazilian"
"14043","vietnamese"
"14044","italian"
"14045","mexican"
"14046","french"
"14047","mexican"
"14048","chinese"
"14049","greek"
"14050","chinese"
"14051","indian"
"14052","mexican"
"14053","japanese"
"14054","thai"
"14055","mexican"
"14056","italian"
"14057","mexican"
"14058","thai"
"14059","italian"
"14060","mexican"
"14061","mexican"
"14062","mexican"
"14063","french"
"14064","indian"
"14065","southern_us"
"14066","chinese"
"14067","indian"
"14068","chinese"
"14069","british"
"14070","japanese"
"14071","mexican"
"14072","italian"
"14073","mexican"
"14074","italian"
"14075","chinese"
"14076","japanese"
"14077","jamaican"
"14078","chinese"
"14079","italian"
"14080","italian"
"14081","indian"
"14082","southern_us"
"14083","korean"
"14084","mexican"
"14085","italian"
"14086","korean"
"14087","italian"
"14088","vietnamese"
"14089","vietnamese"
"14090","brazilian"
"14091","italian"
"14092","moroccan"
"14093","southern_us"
"14094","southern_us"
"14095","italian"
"14096","italian"
"14097","indian"
"14098","thai"
"14099","thai"
"14100","japanese"
"14101","italian"
"14102","italian"
"14103","italian"
"14104","mexican"
"14105","italian"
"14106","indian"
"14107","italian"
"14108","indian"
"14109","vietnamese"
"14110","southern_us"
"14111","southern_us"
"14112","moroccan"
"14113","mexican"
"14114","moroccan"
"14115","italian"
"14116","mexican"
"14117","italian"
"14118","mexican"
"14119","japanese"
"14120","indian"
"14121","cajun_creole"
"14122","vietnamese"
"14123","mexican"
"14124","vietnamese"
"14125","mexican"
"14126","italian"
"14127","french"
"14128","italian"
"14129","indian"
"14130","chinese"
"14131","chinese"
"14132","chinese"
"14133","brazilian"
"14134","italian"
"14135","italian"
"14136","italian"
"14137","japanese"
"14138","moroccan"
"14139","indian"
"14140","mexican"
"14141","southern_us"
"14142","chinese"
"14143","japanese"
"14144","italian"
"14145","italian"
"14146","thai"
"14147","mexican"
"14148","chinese"
"14149","chinese"
"14150","southern_us"
"14151","vietnamese"
"14152","italian"
"14153","korean"
"14154","russian"
"14155","chinese"
"14156","mexican"
"14157","mexican"
"14158","japanese"
"14159","indian"
"14160","chinese"
"14161","chinese"
"14162","thai"
"14163","chinese"
"14164","mexican"
"14165","cajun_creole"
"14166","italian"
"14167","moroccan"
"14168","mexican"
"14169","italian"
"14170","mexican"
"14171","mexican"
"14172","mexican"
"14173","italian"
"14174","mexican"
"14175","filipino"
"14176","thai"
"14177","italian"
"14178","italian"
"14179","italian"
"14180","brazilian"
"14181","mexican"
"14182","mexican"
"14183","chinese"
"14184","indian"
"14185","italian"
"14186","southern_us"
"14187","mexican"
"14188","korean"
"14189","indian"
"14190","italian"
"14191","korean"
"14192","filipino"
"14193","vietnamese"
"14194","italian"
"14195","italian"
"14196","italian"
"14197","mexican"
"14198","italian"
"14199","korean"
"14200","italian"
"14201","moroccan"
"14202","korean"
"14203","russian"
"14204","russian"
"14205","russian"
"14206","mexican"
"14207","cajun_creole"
"14208","mexican"
"14209","french"
"14210","mexican"
"14211","russian"
"14212","french"
"14213","moroccan"
"14214","southern_us"
"14215","cajun_creole"
"14216","vietnamese"
"14217","italian"
"14218","indian"
"14219","indian"
"14220","italian"
"14221","mexican"
"14222","indian"
"14223","greek"
"14224","indian"
"14225","indian"
"14226","mexican"
"14227","italian"
"14228","japanese"
"14229","cajun_creole"
"14230","italian"
"14231","mexican"
"14232","japanese"
"14233","mexican"
"14234","japanese"
"14235","indian"
"14236","moroccan"
"14237","japanese"
"14238","thai"
"14239","mexican"
"14240","chinese"
"14241","french"
"14242","southern_us"
"14243","chinese"
"14244","southern_us"
"14245","greek"
"14246","russian"
"14247","mexican"
"14248","mexican"
"14249","indian"
"14250","thai"
"14251","japanese"
"14252","thai"
"14253","italian"
"14254","italian"
"14255","italian"
"14256","french"
"14257","southern_us"
"14258","southern_us"
"14259","indian"
"14260","mexican"
"14261","italian"
"14262","thai"
"14263","mexican"
"14264","vietnamese"
"14265","french"
"14266","southern_us"
"14267","italian"
"14268","mexican"
"14269","mexican"
"14270","chinese"
"14271","italian"
"14272","thai"
"14273","chinese"
"14274","korean"
"14275","chinese"
"14276","mexican"
"14277","mexican"
"14278","italian"
"14279","spanish"
"14280","greek"
"14281","italian"
"14282","indian"
"14283","cajun_creole"
"14284","spanish"
"14285","mexican"
"14286","chinese"
"14287","japanese"
"14288","indian"
"14289","vietnamese"
"14290","irish"
"14291","southern_us"
"14292","thai"
"14293","southern_us"
"14294","thai"
"14295","greek"
"14296","italian"
"14297","italian"
"14298","southern_us"
"14299","italian"
"14300","korean"
"14301","chinese"
"14302","vietnamese"
"14303","mexican"
"14304","mexican"
"14305","mexican"
"14306","greek"
"14307","indian"
"14308","italian"
"14309","mexican"
"14310","italian"
"14311","mexican"
"14312","indian"
"14313","mexican"
"14314","greek"
"14315","greek"
"14316","chinese"
"14317","indian"
"14318","italian"
"14319","korean"
"14320","indian"
"14321","mexican"
"14322","chinese"
"14323","chinese"
"14324","greek"
"14325","italian"
"14326","italian"
"14327","italian"
"14328","irish"
"14329","indian"
"14330","mexican"
"14331","mexican"
"14332","chinese"
"14333","italian"
"14334","chinese"
"14335","chinese"
"14336","mexican"
"14337","russian"
"14338","mexican"
"14339","indian"
"14340","italian"
"14341","italian"
"14342","mexican"
"14343","chinese"
"14344","french"
"14345","italian"
"14346","cajun_creole"
"14347","mexican"
"14348","mexican"
"14349","italian"
"14350","italian"
"14351","mexican"
"14352","mexican"
"14353","mexican"
"14354","mexican"
"14355","mexican"
"14356","vietnamese"
"14357","greek"
"14358","cajun_creole"
"14359","chinese"
"14360","italian"
"14361","thai"
"14362","italian"
"14363","italian"
"14364","cajun_creole"
"14365","vietnamese"
"14366","southern_us"
"14367","mexican"
"14368","italian"
"14369","italian"
"14370","indian"
"14371","moroccan"
"14372","french"
"14373","mexican"
"14374","italian"
"14375","greek"
"14376","mexican"
"14377","italian"
"14378","southern_us"
"14379","mexican"
"14380","cajun_creole"
"14381","jamaican"
"14382","brazilian"
"14383","chinese"
"14384","japanese"
"14385","indian"
"14386","italian"
"14387","thai"
"14388","mexican"
"14389","mexican"
"14390","cajun_creole"
"14391","indian"
"14392","italian"
"14393","moroccan"
"14394","korean"
"14395","mexican"
"14396","italian"
"14397","indian"
"14398","southern_us"
"14399","mexican"
"14400","korean"
"14401","chinese"
"14402","british"
"14403","chinese"
"14404","mexican"
"14405","moroccan"
"14406","southern_us"
"14407","italian"
"14408","italian"
"14409","italian"
"14410","british"
"14411","thai"
"14412","italian"
"14413","mexican"
"14414","italian"
"14415","southern_us"
"14416","italian"
"14417","jamaican"
"14418","thai"
"14419","mexican"
"14420","indian"
"14421","greek"
"14422","chinese"
"14423","thai"
"14424","chinese"
"14425","moroccan"
"14426","italian"
"14427","brazilian"
"14428","cajun_creole"
"14429","mexican"
"14430","italian"
"14431","chinese"
"14432","japanese"
"14433","thai"
"14434","vietnamese"
"14435","italian"
"14436","mexican"
"14437","italian"
"14438","russian"
"14439","thai"
"14440","mexican"
"14441","mexican"
"14442","indian"
"14443","cajun_creole"
"14444","japanese"
"14445","mexican"
"14446","italian"
"14447","mexican"
"14448","indian"
"14449","italian"
"14450","indian"
"14451","japanese"
"14452","mexican"
"14453","mexican"
"14454","chinese"
"14455","indian"
"14456","korean"
"14457","thai"
"14458","cajun_creole"
"14459","mexican"
"14460","thai"
"14461","jamaican"
"14462","korean"
"14463","italian"
"14464","japanese"
"14465","spanish"
"14466","italian"
"14467","indian"
"14468","southern_us"
"14469","greek"
"14470","greek"
"14471","russian"
"14472","indian"
"14473","italian"
"14474","southern_us"
"14475","italian"
"14476","mexican"
"14477","vietnamese"
"14478","vietnamese"
"14479","mexican"
"14480","chinese"
"14481","mexican"
"14482","mexican"
"14483","italian"
"14484","indian"
"14485","mexican"
"14486","korean"
"14487","italian"
"14488","italian"
"14489","mexican"
"14490","indian"
"14491","chinese"
"14492","cajun_creole"
"14493","indian"
"14494","italian"
"14495","mexican"
"14496","southern_us"
"14497","japanese"
"14498","mexican"
"14499","italian"
"14500","indian"
"14501","southern_us"
"14502","mexican"
"14503","mexican"
"14504","indian"
"14505","thai"
"14506","mexican"
"14507","japanese"
"14508","italian"
"14509","italian"
"14510","mexican"
"14511","korean"
"14512","italian"
"14513","chinese"
"14514","italian"
"14515","jamaican"
"14516","indian"
"14517","chinese"
"14518","chinese"
"14519","cajun_creole"
"14520","southern_us"
"14521","mexican"
"14522","indian"
"14523","irish"
"14524","italian"
"14525","vietnamese"
"14526","italian"
"14527","cajun_creole"
"14528","italian"
"14529","korean"
"14530","italian"
"14531","chinese"
"14532","mexican"
"14533","japanese"
"14534","chinese"
"14535","southern_us"
"14536","moroccan"
"14537","chinese"
"14538","mexican"
"14539","filipino"
"14540","mexican"
"14541","thai"
"14542","southern_us"
"14543","mexican"
"14544","cajun_creole"
"14545","indian"
"14546","korean"
"14547","french"
"14548","southern_us"
"14549","indian"
"14550","mexican"
"14551","southern_us"
"14552","moroccan"
"14553","italian"
"14554","italian"
"14555","italian"
"14556","chinese"
"14557","greek"
"14558","italian"
"14559","korean"
"14560","cajun_creole"
"14561","mexican"
"14562","italian"
"14563","southern_us"
"14564","chinese"
"14565","italian"
"14566","indian"
"14567","italian"
"14568","italian"
"14569","indian"
"14570","italian"
"14571","thai"
"14572","french"
"14573","italian"
"14574","vietnamese"
"14575","italian"
"14576","greek"
"14577","indian"
"14578","indian"
"14579","vietnamese"
"14580","italian"
"14581","mexican"
"14582","italian"
"14583","mexican"
"14584","indian"
"14585","mexican"
"14586","mexican"
"14587","chinese"
"14588","vietnamese"
"14589","cajun_creole"
"14590","italian"
"14591","indian"
"14592","chinese"
"14593","spanish"
"14594","italian"
"14595","spanish"
"14596","mexican"
"14597","chinese"
"14598","thai"
"14599","japanese"
"14600","vietnamese"
"14601","indian"
"14602","thai"
"14603","mexican"
"14604","mexican"
"14605","chinese"
"14606","indian"
"14607","italian"
"14608","mexican"
"14609","italian"
"14610","indian"
"14611","italian"
"14612","korean"
"14613","chinese"
"14614","mexican"
"14615","mexican"
"14616","italian"
"14617","mexican"
"14618","moroccan"
"14619","indian"
"14620","italian"
"14621","mexican"
"14622","mexican"
"14623","vietnamese"
"14624","mexican"
"14625","thai"
"14626","thai"
"14627","greek"
"14628","mexican"
"14629","southern_us"
"14630","indian"
"14631","korean"
"14632","mexican"
"14633","moroccan"
"14634","chinese"
"14635","thai"
"14636","vietnamese"
"14637","korean"
"14638","moroccan"
"14639","moroccan"
"14640","mexican"
"14641","italian"
"14642","russian"
"14643","italian"
"14644","italian"
"14645","italian"
"14646","greek"
"14647","southern_us"
"14648","greek"
"14649","russian"
"14650","indian"
"14651","italian"
"14652","mexican"
"14653","mexican"
"14654","mexican"
"14655","mexican"
"14656","chinese"
"14657","italian"
"14658","french"
"14659","italian"
"14660","italian"
"14661","italian"
"14662","italian"
"14663","mexican"
"14664","mexican"
"14665","brazilian"
"14666","spanish"
"14667","japanese"
"14668","vietnamese"
"14669","italian"
"14670","chinese"
"14671","chinese"
"14672","italian"
"14673","spanish"
"14674","italian"
"14675","chinese"
"14676","vietnamese"
"14677","cajun_creole"
"14678","chinese"
"14679","mexican"
"14680","southern_us"
"14681","mexican"
"14682","irish"
"14683","filipino"
"14684","italian"
"14685","southern_us"
"14686","mexican"
"14687","mexican"
"14688","mexican"
"14689","korean"
"14690","italian"
"14691","mexican"
"14692","moroccan"
"14693","italian"
"14694","mexican"
"14695","filipino"
"14696","thai"
"14697","mexican"
"14698","indian"
"14699","indian"
"14700","italian"
"14701","greek"
"14702","mexican"
"14703","mexican"
"14704","mexican"
"14705","indian"
"14706","japanese"
"14707","mexican"
"14708","italian"
"14709","indian"
"14710","thai"
"14711","italian"
"14712","greek"
"14713","mexican"
"14714","italian"
"14715","italian"
"14716","mexican"
"14717","vietnamese"
"14718","mexican"
"14719","cajun_creole"
"14720","mexican"
"14721","chinese"
"14722","italian"
"14723","southern_us"
"14724","cajun_creole"
"14725","moroccan"
"14726","italian"
"14727","filipino"
"14728","italian"
"14729","indian"
"14730","mexican"
"14731","mexican"
"14732","southern_us"
"14733","jamaican"
"14734","italian"
"14735","chinese"
"14736","mexican"
"14737","japanese"
"14738","chinese"
"14739","cajun_creole"
"14740","italian"
"14741","mexican"
"14742","british"
"14743","mexican"
"14744","chinese"
"14745","mexican"
"14746","thai"
"14747","chinese"
"14748","mexican"
"14749","italian"
"14750","italian"
"14751","mexican"
"14752","korean"
"14753","filipino"
"14754","greek"
"14755","italian"
"14756","chinese"
"14757","greek"
"14758","mexican"
"14759","japanese"
"14760","french"
"14761","japanese"
"14762","vietnamese"
"14763","mexican"
"14764","jamaican"
"14765","mexican"
"14766","italian"
"14767","italian"
"14768","mexican"
"14769","chinese"
"14770","french"
"14771","vietnamese"
"14772","italian"
"14773","italian"
"14774","chinese"
"14775","mexican"
"14776","mexican"
"14777","french"
"14778","indian"
"14779","japanese"
"14780","southern_us"
"14781","japanese"
"14782","indian"
"14783","mexican"
"14784","cajun_creole"
"14785","korean"
"14786","italian"
"14787","italian"
"14788","mexican"
"14789","italian"
"14790","italian"
"14791","italian"
"14792","moroccan"
"14793","mexican"
"14794","indian"
"14795","thai"
"14796","chinese"
"14797","mexican"
"14798","italian"
"14799","mexican"
"14800","thai"
"14801","cajun_creole"
"14802","vietnamese"
"14803","indian"
"14804","mexican"
"14805","filipino"
"14806","southern_us"
"14807","vietnamese"
"14808","mexican"
"14809","italian"
"14810","italian"
"14811","moroccan"
"14812","italian"
"14813","italian"
"14814","indian"
"14815","indian"
"14816","indian"
"14817","chinese"
"14818","irish"
"14819","chinese"
"14820","southern_us"
"14821","italian"
"14822","filipino"
"14823","southern_us"
"14824","mexican"
"14825","mexican"
"14826","mexican"
"14827","greek"
"14828","southern_us"
"14829","mexican"
"14830","greek"
"14831","japanese"
"14832","mexican"
"14833","french"
"14834","british"
"14835","mexican"
"14836","mexican"
"14837","french"
"14838","italian"
"14839","indian"
"14840","chinese"
"14841","indian"
"14842","mexican"
"14843","korean"
"14844","mexican"
"14845","mexican"
"14846","french"
"14847","italian"
"14848","mexican"
"14849","italian"
"14850","vietnamese"
"14851","chinese"
"14852","japanese"
"14853","thai"
"14854","spanish"
"14855","french"
"14856","russian"
"14857","chinese"
"14858","southern_us"
"14859","mexican"
"14860","mexican"
"14861","italian"
"14862","italian"
"14863","chinese"
"14864","french"
"14865","japanese"
"14866","mexican"
"14867","cajun_creole"
"14868","thai"
"14869","moroccan"
"14870","italian"
"14871","italian"
"14872","russian"
"14873","indian"
"14874","mexican"
"14875","southern_us"
"14876","mexican"
"14877","indian"
"14878","french"
"14879","japanese"
"14880","korean"
"14881","chinese"
"14882","italian"
"14883","southern_us"
"14884","spanish"
"14885","italian"
"14886","thai"
"14887","italian"
"14888","chinese"
"14889","southern_us"
"14890","thai"
"14891","mexican"
"14892","french"
"14893","italian"
"14894","vietnamese"
"14895","moroccan"
"14896","mexican"
"14897","cajun_creole"
"14898","japanese"
"14899","indian"
"14900","mexican"
"14901","italian"
"14902","vietnamese"
"14903","italian"
"14904","greek"
"14905","mexican"
"14906","southern_us"
"14907","italian"
"14908","chinese"
"14909","mexican"
"14910","italian"
"14911","southern_us"
"14912","mexican"
"14913","mexican"
"14914","chinese"
"14915","moroccan"
"14916","mexican"
"14917","southern_us"
"14918","filipino"
"14919","mexican"
"14920","cajun_creole"
"14921","italian"
"14922","mexican"
"14923","indian"
"14924","mexican"
"14925","korean"
"14926","chinese"
"14927","chinese"
"14928","mexican"
"14929","italian"
"14930","italian"
"14931","southern_us"
"14932","vietnamese"
"14933","chinese"
"14934","chinese"
"14935","southern_us"
"14936","mexican"
"14937","french"
"14938","greek"
"14939","greek"
"14940","chinese"
"14941","italian"
"14942","thai"
"14943","vietnamese"
"14944","thai"
"14945","mexican"
"14946","italian"
"14947","italian"
"14948","italian"
"14949","southern_us"
"14950","chinese"
"14951","vietnamese"
"14952","italian"
"14953","thai"
"14954","mexican"
"14955","indian"
"14956","chinese"
"14957","moroccan"
"14958","chinese"
"14959","mexican"
"14960","japanese"
"14961","cajun_creole"
"14962","italian"
"14963","italian"
"14964","indian"
"14965","mexican"
"14966","cajun_creole"
"14967","greek"
"14968","italian"
"14969","southern_us"
"14970","italian"
"14971","italian"
"14972","moroccan"
"14973","chinese"
"14974","jamaican"
"14975","italian"
"14976","italian"
"14977","chinese"
"14978","mexican"
"14979","indian"
"14980","korean"
"14981","thai"
"14982","mexican"
"14983","southern_us"
"14984","spanish"
"14985","russian"
"14986","chinese"
"14987","mexican"
"14988","italian"
"14989","thai"
"14990","vietnamese"
"14991","thai"
"14992","french"
"14993","mexican"
"14994","mexican"
"14995","mexican"
"14996","mexican"
"14997","thai"
"14998","italian"
"14999","thai"
"15000","chinese"
"15001","japanese"
"15002","japanese"
"15003","mexican"
"15004","italian"
"15005","italian"
"15006","chinese"
"15007","japanese"
"15008","japanese"
"15009","italian"
"15010","indian"
"15011","italian"
"15012","japanese"
"15013","indian"
"15014","filipino"
"15015","mexican"
"15016","southern_us"
"15017","japanese"
"15018","filipino"
"15019","southern_us"
"15020","thai"
"15021","mexican"
"15022","italian"
"15023","thai"
"15024","southern_us"
"15025","italian"
"15026","mexican"
"15027","thai"
"15028","moroccan"
"15029","italian"
"15030","french"
"15031","moroccan"
"15032","italian"
"15033","indian"
"15034","mexican"
"15035","indian"
"15036","vietnamese"
"15037","italian"
"15038","mexican"
"15039","indian"
"15040","italian"
"15041","mexican"
"15042","italian"
"15043","italian"
"15044","italian"
"15045","chinese"
"15046","french"
"15047","chinese"
"15048","mexican"
"15049","italian"
"15050","southern_us"
"15051","mexican"
"15052","indian"
"15053","mexican"
"15054","italian"
"15055","indian"
"15056","greek"
"15057","italian"
"15058","french"
"15059","mexican"
"15060","italian"
"15061","indian"
"15062","mexican"
"15063","mexican"
"15064","vietnamese"
"15065","italian"
"15066","mexican"
"15067","italian"
"15068","mexican"
"15069","mexican"
"15070","mexican"
"15071","italian"
"15072","chinese"
"15073","korean"
"15074","italian"
"15075","greek"
"15076","italian"
"15077","moroccan"
"15078","mexican"
"15079","spanish"
"15080","mexican"
"15081","indian"
"15082","japanese"
"15083","mexican"
"15084","mexican"
"15085","french"
"15086","thai"
"15087","italian"
"15088","chinese"
"15089","indian"
"15090","indian"
"15091","japanese"
"15092","indian"
"15093","southern_us"
"15094","moroccan"
"15095","moroccan"
"15096","chinese"
"15097","mexican"
"15098","mexican"
"15099","italian"
"15100","korean"
"15101","greek"
"15102","british"
"15103","italian"
"15104","british"
"15105","chinese"
"15106","mexican"
"15107","italian"
"15108","greek"
"15109","korean"
"15110","mexican"
"15111","jamaican"
"15112","mexican"
"15113","mexican"
"15114","mexican"
"15115","southern_us"
"15116","italian"
"15117","indian"
"15118","mexican"
"15119","indian"
"15120","korean"
"15121","japanese"
"15122","mexican"
"15123","italian"
"15124","cajun_creole"
"15125","italian"
"15126","italian"
"15127","mexican"
"15128","vietnamese"
"15129","chinese"
"15130","mexican"
"15131","italian"
"15132","greek"
"15133","mexican"
"15134","korean"
"15135","spanish"
"15136","mexican"
"15137","moroccan"
"15138","french"
"15139","italian"
"15140","japanese"
"15141","italian"
"15142","italian"
"15143","chinese"
"15144","indian"
"15145","mexican"
"15146","japanese"
"15147","chinese"
"15148","italian"
"15149","southern_us"
"15150","thai"
"15151","spanish"
"15152","italian"
"15153","mexican"
"15154","italian"
"15155","french"
"15156","thai"
"15157","mexican"
"15158","italian"
"15159","italian"
"15160","southern_us"
"15161","mexican"
"15162","chinese"
"15163","mexican"
"15164","mexican"
"15165","jamaican"
"15166","jamaican"
"15167","indian"
"15168","mexican"
"15169","jamaican"
"15170","italian"
"15171","italian"
"15172","mexican"
"15173","mexican"
"15174","greek"
"15175","mexican"
"15176","mexican"
"15177","greek"
"15178","mexican"
"15179","mexican"
"15180","southern_us"
"15181","mexican"
"15182","indian"
"15183","mexican"
"15184","italian"
"15185","mexican"
"15186","british"
"15187","vietnamese"
"15188","japanese"
"15189","brazilian"
"15190","mexican"
"15191","mexican"
"15192","mexican"
"15193","italian"
"15194","mexican"
"15195","mexican"
"15196","mexican"
"15197","greek"
"15198","chinese"
"15199","japanese"
"15200","korean"
"15201","italian"
"15202","french"
"15203","chinese"
"15204","chinese"
"15205","mexican"
"15206","mexican"
"15207","thai"
"15208","mexican"
"15209","mexican"
"15210","mexican"
"15211","southern_us"
"15212","mexican"
"15213","chinese"
"15214","mexican"
"15215","italian"
"15216","thai"
"15217","italian"
"15218","greek"
"15219","italian"
"15220","mexican"
"15221","mexican"
"15222","indian"
"15223","japanese"
"15224","indian"
"15225","mexican"
"15226","italian"
"15227","italian"
"15228","mexican"
"15229","italian"
"15230","indian"
